1676591340.9892666,16-02-23 23:49:00,183,5222.9624,133.6803,98.50,1,4.092
1676591345.9895375,16-02-23 23:49:05,184,5222.9595,133.6760,100.00,1,4.092
1676591350.9896433,16-02-23 23:49:10,185,5222.9570,133.6715,99.90,1,4.099
1676591360.9904246,16-02-23 23:49:20,187,5222.9531,133.6651,94.60,1,4.092
1676591365.9908025,16-02-23 23:49:25,188,5222.9507,133.6637,92.30,1,4.092
1676591375.9921641,16-02-23 23:49:35,190,5222.9458,133.6686,91.10,1,4.099
1676591385.9925566,16-02-23 23:49:45,192,5222.9453,133.6755,90.10,1,4.092
1676591420.995805,16-02-23 23:50:20,199,5222.9492,133.6795,90.00,1,4.092
1676591435.9973295,16-02-23 23:50:35,202,5222.9541,133.6845,90.10,1,4.092
1676591440.9974573,16-02-23 23:50:40,203,5222.9536,133.6844,90.10,1,4.086
1676591445.9977117,16-02-23 23:50:45,204,5222.9536,133.6866,90.20,1,4.092
1676591450.9981635,16-02-23 23:50:50,205,5222.9531,133.6876,90.10,1,4.092
1676591455.9986897,16-02-23 23:50:55,206,5222.9526,133.6891,90.00,1,4.092
1676591460.9992993,16-02-23 23:51:00,207,5222.9492,133.6946,90.30,1,4.092
1676591465.9995832,16-02-23 23:51:05,208,5222.9482,133.6975,90.40,1,4.092
1676591471.0000381,16-02-23 23:51:10,209,5222.9482,133.6988,90.60,1,4.092
1676591476.0003586,16-02-23 23:51:16,210,5222.9478,133.6998,90.60,1,4.099
1676591481.0008252,16-02-23 23:51:21,211,5222.9478,133.7001,90.50,1,4.092
1676591486.0008502,16-02-23 23:51:26,212,5222.9482,133.7011,90.80,1,4.092
1676591491.0015805,16-02-23 23:51:31,213,5222.9487,133.7017,90.80,1,4.092
1676591496.0021439,16-02-23 23:51:36,214,5222.9482,133.7026,90.80,1,4.092
1676591501.0020833,16-02-23 23:51:41,215,5222.9482,133.7032,90.70,1,4.092
1676591506.0028436,16-02-23 23:51:46,216,5222.9463,133.7058,90.30,1,4.092
1676591511.003172,16-02-23 23:51:51,216,5222.9463,133.7058,90.30,0,4.099
1676591516.0032845,16-02-23 23:51:56,216,5222.9463,133.7058,90.30,0,4.092
